Crop,Mandi,Price,Date
Onion,Jalgaon,1350,09-09-2023
Potato,Pune(Khadiki),1500,09-09-2023
Onion,Khed(Chakan),1800,09-09-2023
Wheat,Achalpur,2350,09-09-2023
Onion,Pandharpur,1700,09-09-2023
Onion,Karad,2500,09-09-2023
Onion,Solapur,1600,09-09-2023
Wheat,Amarawati,2525,09-09-2023
Potato,Nagpur,1350,09-09-2023
Wheat,Pathardi,2000,09-09-2023
Onion,Jamkhed,1250,09-09-2023
Onion,Vashi New Mumbai,1650,09-09-2023
Potato,Khed(Chakan),1500,09-09-2023
Potato,Rahuri,1700,09-09-2023
Onion,Pune(Moshi),1400,09-09-2023
Onion,Shevgaon,2000,09-09-2023
Potato,Bhusaval,1600,09-09-2023
Tomato,Amrawati(Frui & Veg. Market),1100,09-09-2023
Potato,Rahata,1700,09-09-2023
Onion,Amrawati(Frui & Veg. Market),2350,09-09-2023
Wheat,Nagpur,3150,09-09-2023
Wheat,Kopargaon,2465,09-09-2023
Wheat,Yawal,2670,09-09-2023
Onion,Newasa(Ghodegaon),1800,09-09-2023
Onion,Lasalgaon,2000,09-09-2023
Wheat,Nandgaon Khandeshwar,2225,09-09-2023
Onion,Chandrapur(Ganjwad),3000,09-09-2023
Onion,"Sangli(Phale, Bhajipura Market)",1500,09-09-2023
Onion,Pimpalgaon Baswant(Saykheda),1700,09-09-2023
Onion,Nasik,1750,09-09-2023
Onion,Kolhapur,1800,09-09-2023
Onion,Kopargaon,2010,09-09-2023
Potato,Nasik,1350,09-09-2023
Wheat,Nagpur,2524,09-09-2023
Wheat,Vaduj,2300,09-09-2023
Potato,Akola,1300,09-09-2023
Potato,Pune(Manjri),1600,09-09-2023
Wheat,Rahata,2600,09-09-2023
Onion,Akola,2300,09-09-2023
Wheat,Pune,4900,09-09-2023
Wheat,Umared,2500,09-09-2023
Onion,Shirpur,1555,09-09-2023
Wheat,Dhamngaon-Railway,2450,09-09-2023
Wheat,Telhara,2390,09-09-2023
Wheat,Gevrai,2540,09-09-2023
Wheat,Shevgaon(Bodhegaon),2500,09-09-2023
Wheat,Om Chaitanya Multistate Agro Purpose CoOp Society,2400,09-09-2023
Potato,Pen,2600,09-09-2023
Onion,Rahuri(Vambori),1400,09-09-2023
Wheat,Solapur,2805,09-09-2023
Wheat,Akola,2405,09-09-2023
Onion,Junnar(Narayangaon),1500,09-09-2023
Onion,Solapur,2700,09-09-2023
Wheat,Amarawati,2462,09-09-2023
Potato,Akluj,1500,09-09-2023
Potato,Vashi New Mumbai,1100,09-09-2023
Onion,Nagpur,3025,09-09-2023
Potato,Solapur,1400,09-09-2023
Wheat,Anajngaon,2300,09-09-2023
Wheat,Loha,2750,09-09-2023
Onion,Pune(Khadiki),1600,09-09-2023
Wheat,Malegaon,2581,09-09-2023
Wheat,Ulhasnagar,3500,09-09-2023
Onion,Shivsiddha Govind Producer Company Limited Sanchal,2050,09-09-2023
Potato,Amrawati(Frui & Veg. Market),1150,09-09-2023
Onion,Parner,1650,10-09-2023
Onion,Pathardi,1500,10-09-2023
Potato,Kamthi,1800,10-09-2023
Onion,Kada,1850,10-09-2023
Onion,Pune(Pimpri),1650,10-09-2023
Onion,Akole,2251,10-09-2023
Onion,Junnar(Narayangaon),1500,10-09-2023
Wheat,Katol,2470,10-09-2023
Potato,Shrirampur,1100,10-09-2023
Potato,Ramtek,1900,10-09-2023
Onion,Junnar(Otur),1800,10-09-2023
Onion,Junnar,1500,10-09-2023
Onion,Kamthi,2000,10-09-2023
Potato,Amrawati(Frui & Veg. Market),1200,10-09-2023
Onion,Rahata,1800,10-09-2023
Onion,Ramtek,2200,10-09-2023
Potato,Bhusaval,1500,10-09-2023
Wheat,Ulhasnagar,3600,10-09-2023
Potato,Akluj,1500,10-09-2023
Onion,Manchar,2085,10-09-2023
Onion,Junnar(Alephata),2100,10-09-2023
Onion,Satara,1650,10-09-2023
Onion,Amrawati(Frui & Veg. Market),2700,10-09-2023
Potato,Pune(Khadiki),1500,10-09-2023
Potato,Vita,1650,10-09-2023
Onion,Pune,1600,10-09-2023
Wheat,Balapur,2400,10-09-2023
Onion,Pune(Khadiki),1600,10-09-2023
Onion,Akluj,1800,10-09-2023
Onion,Pune(Manjri),1600,10-09-2023
Wheat,Dound,2450,10-09-2023
Wheat,Kada,2800,10-09-2023
Onion,Chandrapur(Ganjwad),2800,10-09-2023
Onion,Rahuri,1300,10-09-2023
Tomato,Amrawati(Frui & Veg. Market),900,10-09-2023
Wheat,Shevgaon,2200,10-09-2023
Potato,Pune(Moshi),1200,10-09-2023
Potato,Pune,1450,10-09-2023
Potato,Rahuri,1700,10-09-2023
Onion,Karjat(Raigad),900,10-09-2023
Onion,Pune(Moshi),1350,10-09-2023
Wheat,Ausa,2516,10-09-2023
Onion,Bhusaval,1200,10-09-2023
Potato,Rahata,1700,10-09-2023
Wheat,Lasalgaon(Niphad),2525,11-09-2023
Onion,Pen,3000,11-09-2023
Wheat,Satana,2300,11-09-2023
Onion,Manmad,1900,11-09-2023
Potato,Jalgaon,1150,11-09-2023
Wheat,Dondaicha,2681,11-09-2023
Onion,Umrane,2000,11-09-2023
Wheat,Kille Dharur,3000,11-09-2023
Potato,Pune,1400,11-09-2023
Wheat,Wardha,2450,11-09-2023
Onion,Pune(Manjri),1500,11-09-2023
Onion,Shrirampur,1800,11-09-2023
Onion,Kolhapur,1800,11-09-2023
Wheat,Mumbai,4300,11-09-2023
Potato,Shrirampur,1100,11-09-2023
Wheat,Amarawati,2425,11-09-2023
Potato,Pen,2400,11-09-2023
Potato,Kamthi,1800,11-09-2023
Wheat,Shevgaon,2300,11-09-2023
Onion,Devala,1875,11-09-2023
Wheat,Kurdwadi,2501,11-09-2023
Wheat,Dhule,2751,11-09-2023
Wheat,Nagpur,3150,11-09-2023
Wheat,Amarawati,2525,11-09-2023
Wheat,Savner,2200,11-09-2023
Wheat,Nagpur,2503,11-09-2023
Onion,Nagpur,2250,11-09-2023
Onion,Karjat(Raigad),1500,11-09-2023
Wheat,Karmala,2550,11-09-2023
Onion,Dhule,1900,11-09-2023
Onion,Vashi New Mumbai,1700,11-09-2023
Wheat,Chakur,2041,11-09-2023
Wheat,Achalpur,2525,11-09-2023
Wheat,Ulhasnagar,3300,11-09-2023
Wheat,Vasai,3460,11-09-2023
Wheat,Sindi(Selu),2250,11-09-2023
Tomato,Amrawati(Frui & Veg. Market),900,11-09-2023
Wheat,Amalner,2600,11-09-2023
Wheat,Gevrai,2700,11-09-2023
Onion,Chandvad,1800,11-09-2023
Wheat,Yawal,2670,11-09-2023
Onion,Pimpalgaon Baswant(Saykheda),1730,11-09-2023
Onion,Amrawati(Frui & Veg. Market),2500,11-09-2023
Wheat,Pune,4800,11-09-2023
Wheat,Solapur,2810,11-09-2023
Onion,Baramati,1600,11-09-2023
Wheat,Chalisgaon,2300,11-09-2023
Wheat,Om Chaitanya Multistate Agro Purpose CoOp Society,2500,11-09-2023
Wheat,Hinganghat,2400,11-09-2023
Wheat,Kurdwadi(Modnimb),2800,11-09-2023
Onion,Newasa(Ghodegaon),1800,11-09-2023
Wheat,Shrirampur,2400,11-09-2023
Onion,Solapur,2400,11-09-2023
Wheat,Lasalgaon,2652,11-09-2023
Onion,Nasik,2000,11-09-2023
Wheat,Bhandara,2460,11-09-2023
Onion,Satana,1925,11-09-2023
Wheat,Katol,2471,11-09-2023
Wheat,Ahmednagar,2625,11-09-2023
Onion,Chandrapur(Ganjwad),2800,11-09-2023
Wheat,Aurad Shahajani,2238,11-09-2023
Potato,Junnar(Narayangaon),1650,11-09-2023
Wheat,Palghar,3100,11-09-2023
Wheat,Majalgaon,2700,11-09-2023
Onion,Nagpur,3150,11-09-2023
Onion,Ahmednagar,1700,11-09-2023
Onion,Solapur,1700,11-09-2023
Wheat,Bhokar,2138,11-09-2023
Onion,Sinner,1750,11-09-2023
Onion,Rahuri(Vambori),1500,11-09-2023
Potato,Vashi New Mumbai,1200,11-09-2023
Wheat,Kopargaon,2552,11-09-2023
Wheat,Mangal Wedha,3000,11-09-2023
Onion,Pune,1600,11-09-2023
Potato,Nasik,1400,11-09-2023
Onion,Kalvan,2000,11-09-2023
Wheat,Malegaon,2525,11-09-2023
Onion,Junnar(Narayangaon),1500,11-09-2023
Wheat,Raver,2485,11-09-2023
Onion,Sangamner,1350,11-09-2023
Wheat,Morshi,2425,11-09-2023
Wheat,Sangli,3500,11-09-2023
Onion,Shevgaon,1900,11-09-2023
Onion,Shevgaon,1800,11-09-2023
Wheat,Baramati,2400,11-09-2023
Wheat,Dharangaon,2496,11-09-2023
Potato,Solapur,1150,11-09-2023
Onion,"Sangli(Phale, Bhajipura Market)",1500,11-09-2023
Potato,Rahuri,1800,11-09-2023
Wheat,Loha,2600,11-09-2023
Onion,Shivsiddha Govind Producer Company Limited Sanchal,2000,11-09-2023
Onion,Jalgaon,1500,11-09-2023
Wheat,Shirpur,2351,11-09-2023
Onion,Nandgaon,1750,11-09-2023
Onion,Lasalgaon(Niphad),1850,11-09-2023
Onion,Pimpalgaon,2251,11-09-2023
Wheat,Kaij,2455,11-09-2023
Onion,Lasalgaon(Vinchur),2000,11-09-2023
Potato,Amrawati(Frui & Veg. Market),1150,11-09-2023
Wheat,Chandur Bazar,2261,11-09-2023
Onion,Indapur,1600,11-09-2023
Onion,Mangal Wedha,2100,11-09-2023
Wheat,Tumsar,2277,11-09-2023
Onion,Pune(Moshi),1300,11-09-2023
Onion,Vita,2000,11-09-2023
Potato,Pune(Manjri),1600,11-09-2023
Wheat,Shevgaon(Bodhegaon),2400,11-09-2023
Wheat,Jamkhed,2450,11-09-2023
Wheat,Rahata,2540,11-09-2023
Onion,Lasalgaon,2000,11-09-2023
Potato,"Sangli(Phale, Bhajipura Market)",1300,11-09-2023
Potato,Nagpur,1350,11-09-2023
Potato,Pune(Moshi),1150,11-09-2023
Wheat,Chopada,2431,11-09-2023
Tomato,Junnar(Narayangaon),400,11-09-2023
Wheat,Pathari,2327,11-09-2023
Onion,Yeola,1700,11-09-2023
Wheat,Karjat(Raigad),2000,11-09-2023
Wheat,Baramati,2600,11-09-2023
Onion,Shevgaon,1000,11-09-2023
Onion,Bhusaval,1500,12-09-2023
Wheat,Dhamngaon-Railway,2400,12-09-2023
Wheat,Shevgaon,2500,12-09-2023
Wheat,Pachora,2300,12-09-2023
Potato,Nagpur,1350,12-09-2023
Onion,Vita,2000,12-09-2023
Wheat,Nagpur,2512,12-09-2023
Onion,Pune(Pimpri),2300,12-09-2023
Potato,Ahmednagar,1350,12-09-2023
Wheat,Majalgaon,2651,12-09-2023
Onion,Junnar(Alephata),2000,12-09-2023
Wheat,Nanded,2300,12-09-2023
Tomato,Kalmeshwar,1310,12-09-2023
Potato,Solapur,1300,12-09-2023
Potato,Kamthi,1800,12-09-2023
Onion,Pune(Khadiki),1700,12-09-2023
Onion,Shivsiddha Govind Producer Company Limited Sanchal,1900,12-09-2023
Wheat,Rahata,2605,12-09-2023
Potato,Amrawati(Frui & Veg. Market),1200,12-09-2023
Wheat,Telhara,2410,12-09-2023
Onion,Sinner,1800,12-09-2023
Wheat,Shahada,2541,12-09-2023
Wheat,Malegaon,2680,12-09-2023
Wheat,Tasgaon,2620,12-09-2023
Onion,Chandvad,1850,12-09-2023
Potato,Akola,1300,12-09-2023
Wheat,Anajngaon,2600,12-09-2023
Wheat,Chandur Bazar,2360,12-09-2023
Wheat,Shevgaon(Bodhegaon),2500,12-09-2023
Potato,Vashi New Mumbai,1100,12-09-2023
Onion,Akola,2300,12-09-2023
Wheat,Ulhasnagar,3600,12-09-2023
Onion,Sakri,1800,12-09-2023
Onion,Manchar,2150,12-09-2023
Wheat,Dhule,2726,12-09-2023
Wheat,Amarawati,2525,12-09-2023
Tomato,Ahmednagar,600,12-09-2023
Potato,Rahuri,1800,12-09-2023
Onion,Devala,1975,12-09-2023
Onion,Pathardi,1500,12-09-2023
Wheat,Raver,2585,12-09-2023
Wheat,Kopargaon,2690,12-09-2023
Onion,Solapur,2400,12-09-2023
Potato,Pune(Manjri),1500,12-09-2023
Onion,Rahuri,1300,12-09-2023
Onion,Pimpalgaon,2151,12-09-2023
Onion,Jamkhed,1250,12-09-2023
Onion,Nagpur,3100,12-09-2023
Onion,Pune(Moshi),1350,12-09-2023
Onion,Akole,2251,12-09-2023
Wheat,Lasalgaon(Vinchur),2500,12-09-2023
Onion,Kolhapur,1800,12-09-2023
Potato,Khed(Chakan),1500,12-09-2023
Onion,Lasalgaon(Niphad),1850,12-09-2023
Onion,Solapur,1600,12-09-2023
Potato,Pune(Moshi),1200,12-09-2023
Wheat,Parbhani,2500,12-09-2023
Wheat,Lasalgaon(Niphad),2570,12-09-2023
Onion,Khed(Chakan),1700,12-09-2023
Onion,Karjat(Raigad),1100,12-09-2023
Wheat,Chalisgaon,2300,12-09-2023
Onion,Amrawati(Frui & Veg. Market),2700,12-09-2023
Onion,Vashi New Mumbai,1650,12-09-2023
Wheat,Shrirampur(Belapur),2200,12-09-2023
Wheat,Sangli,3500,12-09-2023
Wheat,Amarawati,2425,12-09-2023
Wheat,Achalpur,2450,12-09-2023
Onion,Nagpur,2250,12-09-2023
Potato,Rahata,1700,12-09-2023
Onion,Dhule,1900,12-09-2023
Onion,Kamthi,2000,12-09-2023
Wheat,Solapur,2815,12-09-2023
Onion,Pune(Manjri),1500,12-09-2023
Tomato,Amrawati(Frui & Veg. Market),900,12-09-2023
Wheat,Jamkhed,2250,12-09-2023
Wheat,Hingoli,2392,12-09-2023
Potato,Pune,1500,12-09-2023
Wheat,Nagpur,3150,12-09-2023
Wheat,Jamkhed,2300,12-09-2023
Wheat,Pune,4850,12-09-2023
Potato,Jalgaon,1200,12-09-2023
Onion,Lasalgaon(Vinchur),2000,12-09-2023
Wheat,Amalner,2670,12-09-2023
Onion,Sangamner,1325,12-09-2023
Wheat,Hinganghat,2450,12-09-2023
Wheat,Dondaicha,2676,12-09-2023
Onion,Kopargaon,1950,12-09-2023
Onion,Jalgaon,1200,12-09-2023
Onion,Rahata,1850,12-09-2023
Onion,Nandgaon,1650,12-09-2023
Wheat,Gangakhed,2200,12-09-2023
Wheat,Mumbai,4300,12-09-2023
Wheat,Gevrai,2620,12-09-2023
Onion,Kalvan,1850,12-09-2023
Wheat,Ausa,2546,12-09-2023
Potato,Bhusaval,1600,12-09-2023
Wheat,Kaij,2400,12-09-2023
Wheat,Bhokar,2206,12-09-2023
Onion,Pimpalgaon Baswant(Saykheda),1700,12-09-2023
Wheat,Akola,2500,12-09-2023
Wheat,Dondaicha(Sindhkheda),2451,12-09-2023
Wheat,Savner,2330,12-09-2023
Onion,Pune,1600,12-09-2023
Wheat,Katol,2455,12-09-2023
Wheat,Karjat(Raigad),2300,12-09-2023
Onion,Junnar(Narayangaon),1500,01-10-2023
Onion,Manchar,2300,01-10-2023
Onion,Rahuri,1350,01-10-2023
Onion,Akole,2201,01-10-2023
Onion,Pune(Manjri),1500,01-10-2023
Onion,Pune(Moshi),1250,01-10-2023
Potato,Rahuri,1750,01-10-2023
Wheat,Karjat(Raigad),2400,01-10-2023
Onion,Akluj,1500,01-10-2023
Potato,Pune(Khadiki),1500,01-10-2023
Potato,Vai,2000,01-10-2023
Onion,Rahata,1800,01-10-2023
Potato,Pune(Moshi),1150,01-10-2023
Potato,Satara,1450,01-10-2023
Potato,Junnar(Otur),1200,01-10-2023
Onion,Junnar(Otur),2200,01-10-2023
Wheat,Shevgaon,2300,01-10-2023
Onion,Ramtek,2200,01-10-2023
Wheat,Katol,2581,01-10-2023
Potato,Ramtek,1900,01-10-2023
Onion,Pune(Pimpri),1800,01-10-2023
Onion,Parner,1900,01-10-2023
Onion,Pune,1600,01-10-2023
Onion,Karjat(Raigad),1200,01-10-2023
Onion,Pune(Khadiki),1850,01-10-2023
Potato,Rahata,1600,01-10-2023
Onion,Satara,2250,01-10-2023
Wheat,Dound,2550,01-10-2023
Onion,Junnar,2000,01-10-2023
Potato,Pune,1600,01-10-2023
Tomato,Amrawati(Frui & Veg. Market),900,02-10-2023
Potato,Vashi New Mumbai,1150,02-10-2023
Wheat,Barshi(Vairag),3000,02-10-2023
Potato,Nagpur,1350,02-10-2023
Potato,Pune,1500,02-10-2023
Onion,Vashi New Mumbai,1750,02-10-2023
Onion,Kamthi,2500,02-10-2023
Onion,Nagpur,2750,02-10-2023
Onion,Karjat(Raigad),1200,02-10-2023
Potato,Chandrapur(Ganjwad),1500,02-10-2023
Potato,Amrawati(Frui & Veg. Market),1200,02-10-2023
Potato,Pen,2400,02-10-2023
Wheat,Pune,4900,02-10-2023
Onion,Satara,2000,02-10-2023
Onion,Pune(Manjri),1900,02-10-2023
Potato,Pune(Khadiki),1500,02-10-2023
Onion,Baramati,1900,02-10-2023
Onion,Mangal Wedha,2110,02-10-2023
Potato,Pune(Moshi),1400,02-10-2023
Onion,Pune(Pimpri),1950,02-10-2023
Onion,Shrirampur,2100,02-10-2023
Wheat,Kopargaon,2500,02-10-2023
Potato,Satara,1450,02-10-2023
Wheat,Lasalgaon(Niphad),2550,02-10-2023
Wheat,Karjat(Raigad),2450,02-10-2023
Wheat,Barshi,2600,02-10-2023
Onion,Newasa(Ghodegaon),2500,02-10-2023
Onion,Amrawati(Frui & Veg. Market),2600,02-10-2023
Onion,Rahuri(Vambori),1600,02-10-2023
Onion,Lasalgaon(Niphad),2051,02-10-2023
Wheat,Shrigonda,2300,02-10-2023
Onion,Nasik,2100,02-10-2023
Onion,Karad,2200,02-10-2023
Onion,Ahmednagar,1850,02-10-2023
Potato,Rahuri,1750,02-10-2023
Wheat,Om Chaitanya Multistate Agro Purpose CoOp Society,2300,02-10-2023
Potato,Kamthi,1800,02-10-2023
Onion,Junnar(Narayangaon),1500,02-10-2023
Wheat,Katol,2570,02-10-2023
Wheat,Rahata,2700,02-10-2023
Potato,Shrirampur,1200,02-10-2023
Onion,Pune(Moshi),1450,02-10-2023
Onion,Pune,1600,02-10-2023
Wheat,Lasalgaon(Vinchur),2500,02-10-2023
Onion,Pune(Khadiki),1800,02-10-2023
Wheat,Morshi,2475,02-10-2023
Onion,Lasalgaon(Vinchur),2100,02-10-2023
Onion,Kolhapur,1800,02-10-2023
Potato,Nasik,1350,02-10-2023
Onion,Chandvad,2100,03-10-2023
Wheat,Tasgaon,2700,03-10-2023
Wheat,Savner,2400,03-10-2023
Onion,Sinner,1825,03-10-2023
Wheat,Shevgaon(Bodhegaon),2600,03-10-2023
Onion,Pune(Manjri),1900,03-10-2023
Wheat,Hingoli,2592,03-10-2023
Wheat,Mumbai,4400,03-10-2023
Wheat,Kopargaon,2700,03-10-2023
Wheat,Achalpur,2500,03-10-2023
Wheat,Pathari,2301,03-10-2023
Potato,Solapur,1400,03-10-2023
Potato,Rahata,1600,03-10-2023
Potato,Pune(Manjri),1600,03-10-2023
Wheat,Wardha,2550,03-10-2023
Onion,Lasalgaon(Niphad),2000,03-10-2023
Onion,Pune(Khadiki),1750,03-10-2023
Wheat,Bhandara,2380,03-10-2023
Onion,Lasalgaon(Vinchur),2050,03-10-2023
Onion,Phaltan,1500,03-10-2023
Wheat,Amalner,2971,03-10-2023
Wheat,Anajngaon,2400,03-10-2023
Wheat,Gevrai,2662,03-10-2023
Onion,Pune(Moshi),1350,03-10-2023
Wheat,Shevgaon,2350,03-10-2023
Onion,Nagpur,3750,03-10-2023
Wheat,Majalgaon,2675,03-10-2023
Potato,Amrawati(Frui & Veg. Market),1250,03-10-2023
Wheat,Malegaon,2417,03-10-2023
Onion,Manmad,1900,03-10-2023
Wheat,Amarawati,2425,03-10-2023
Onion,Nasik,2000,03-10-2023
Wheat,Shirpur,2450,03-10-2023
Onion,Pimpalgaon Baswant(Saykheda),1850,03-10-2023
Onion,Nagpur,2750,03-10-2023
Potato,Vai,2000,03-10-2023
Wheat,Dondaicha(Sindhkheda),2552,03-10-2023
Wheat,Shahada,2621,03-10-2023
Onion,Akola,2100,03-10-2023
Onion,Kolhapur,1800,03-10-2023
Potato,Bhusaval,1500,03-10-2023
Onion,Rahata,2150,03-10-2023
Onion,Nandgaon,1850,03-10-2023
Wheat,Amarawati,2525,03-10-2023
Wheat,Chopada,2325,03-10-2023
Wheat,Parola,2661,03-10-2023
Tomato,Junnar(Narayangaon),500,03-10-2023
Potato,Jalgaon,1000,03-10-2023
Wheat,Akola,2450,03-10-2023
Potato,Kamthi,1800,03-10-2023
Wheat,Pune,4950,03-10-2023
Wheat,Rahata,2560,03-10-2023
Potato,Akola,1400,03-10-2023
Wheat,Lasalgaon(Vinchur),2561,03-10-2023
Potato,Nagpur,1350,03-10-2023
Wheat,Kille Dharur,2700,03-10-2023
Onion,Shivsiddha Govind Producer Company Limited Sanchal,2100,03-10-2023
Onion,Pimpalgaon,2200,03-10-2023
Wheat,Kurdwadi(Modnimb),3000,03-10-2023
Onion,Lasalgaon,2050,03-10-2023
Onion,Kamthi,2500,03-10-2023
Wheat,Barshi,2300,03-10-2023
Tomato,Chandrapur(Ganjwad),800,03-10-2023
Onion,Khed(Chakan),1900,03-10-2023
Wheat,Nandgaon Khandeshwar,2340,03-10-2023
Wheat,Aurad Shahajani,2475,03-10-2023
Potato,Pune(Khadiki),1400,03-10-2023
Wheat,Dondaicha,2700,03-10-2023
Onion,Bhusaval,1800,03-10-2023
Wheat,Nagpur,3150,03-10-2023
Onion,Pune,1700,03-10-2023
Potato,Pune(Moshi),1100,03-10-2023
Wheat,Daryapur,2500,03-10-2023
Wheat,Shrirampur,2500,03-10-2023
Onion,Vashi New Mumbai,1700,03-10-2023
Wheat,Chandur Bazar,2200,03-10-2023
Onion,Dhule,1900,03-10-2023
Onion,Junnar(Alephata),1900,03-10-2023
Onion,Jalgaon,1500,03-10-2023
Onion,Chandrapur(Ganjwad),3200,03-10-2023
Wheat,Lasalgaon,2541,03-10-2023
Potato,Satara,1450,03-10-2023
Wheat,Rahuri(Vambori),2400,03-10-2023
Wheat,Palghar,3170,03-10-2023
Onion,Pune(Pimpri),1950,03-10-2023
Onion,Akole,2351,03-10-2023
Onion,Amrawati(Frui & Veg. Market),2650,03-10-2023
Wheat,Karmala,2500,03-10-2023
Onion,Satana,2100,03-10-2023
Tomato,Amrawati(Frui & Veg. Market),900,03-10-2023
Onion,Pandharpur,1900,03-10-2023
Onion,"Sangli(Phale, Bhajipura Market)",1750,03-10-2023
Wheat,Telhara,2380,03-10-2023
Onion,Devala,2050,03-10-2023
Wheat,Devala,2495,03-10-2023
Onion,Shrirampur,1900,03-10-2023
Potato,Nasik,1400,03-10-2023
Onion,Kalvan,2100,03-10-2023
Potato,Vashi New Mumbai,1150,03-10-2023
Potato,Khed(Chakan),1500,03-10-2023
Wheat,Manwat,2400,03-10-2023
Wheat,Bhokar,2140,03-10-2023
Wheat,Ausa,2586,03-10-2023
Wheat,Solapur,2740,03-10-2023
Wheat,Raver,2460,03-10-2023
Wheat,Chalisgaon,2400,03-10-2023
Onion,Kopargaon,2050,03-10-2023
Wheat,Lasalgaon(Niphad),2600,03-10-2023
Wheat,Satana,2552,03-10-2023
Wheat,Nagpur,2585,03-10-2023
Wheat,Chandur Railway,2405,03-10-2023
Potato,"Sangli(Phale, Bhajipura Market)",1750,03-10-2023
Onion,Manchar,2175,03-10-2023
Potato,Pune,1650,03-10-2023
Onion,Solapur,2400,03-10-2023
Onion,Solapur,1700,03-10-2023
Onion,Pen,3000,03-10-2023
Onion,Karad,2300,03-10-2023
Wheat,Hinganghat,2450,03-10-2023
Onion,Satara,2350,03-10-2023
Onion,Nandgaon,1850,04-10-2023
Onion,Vashi New Mumbai,1700,04-10-2023
Wheat,Karjat(Raigad),2400,04-10-2023
Potato,Jalgaon,1100,04-10-2023
Wheat,Hingoli(Kanegoan Naka),2150,04-10-2023
Onion,Satara,2100,04-10-2023
Onion,Manmad,2000,04-10-2023
Onion,Lasalgaon,2151,04-10-2023
Wheat,Gevrai,2725,04-10-2023
Onion,Lasalgaon(Vinchur),2100,04-10-2023
Wheat,Dondaicha,2770,04-10-2023
Wheat,Akola,2500,04-10-2023
Onion,Pune(Khadiki),1950,04-10-2023
Onion,Sinner,2000,04-10-2023
Potato,Manchar,1300,04-10-2023
Onion,Pune(Manjri),1800,04-10-2023
Potato,Solapur,1300,04-10-2023
Wheat,Jalgaon,2400,04-10-2023
Wheat,Kopargaon,2665,04-10-2023
Wheat,Ahmednagar,2475,04-10-2023
Onion,Solapur,1600,04-10-2023
Onion,Kada,1900,04-10-2023
Potato,"Sangli(Phale, Bhajipura Market)",1600,04-10-2023
Onion,Mangal Wedha,2100,04-10-2023
Onion,Shirpur,1875,04-10-2023
Wheat,Katol,2540,04-10-2023
Onion,Satana,2075,04-10-2023
Onion,Pune(Pimpri),1950,04-10-2023
Onion,Shrirampur,1650,04-10-2023
Onion,"Sangli(Phale, Bhajipura Market)",1800,04-10-2023
Wheat,Murtizapur,2650,04-10-2023
Wheat,Dondaicha(Sindhkheda),2641,04-10-2023
Potato,Khed(Chakan),1500,04-10-2023
Onion,Vai,1750,04-10-2023
Onion,Dhule,2000,04-10-2023
Onion,Devala,2050,04-10-2023
Potato,Nasik,1300,04-10-2023
Potato,Shrirampur,1100,04-10-2023
Wheat,Barshi(Vairag),2200,04-10-2023
Onion,Pimpalgaon Baswant(Saykheda),1950,04-10-2023
Wheat,Amarawati,2525,04-10-2023
Onion,Chandvad,2180,04-10-2023
Wheat,Amalner,2730,04-10-2023
Wheat,Bhokar,2141,04-10-2023
Onion,Karad,2200,04-10-2023
Wheat,Manwat,2600,04-10-2023
Wheat,Pune,5000,04-10-2023
Onion,Khed(Chakan),1700,04-10-2023
Onion,Pimpalgaon,2200,04-10-2023
Onion,Sakri,2000,04-10-2023
Onion,Yeola,1850,04-10-2023
Wheat,Lasalgaon(Vinchur),2512,04-10-2023
Wheat,Ausa,2370,04-10-2023
Onion,Kalvan,2150,04-10-2023
Onion,Parner,1950,04-10-2023
Onion,Nasik,2200,04-10-2023
Wheat,Lasalgaon,2701,04-10-2023
Potato,Bhusaval,1600,04-10-2023
Onion,Solapur,2400,04-10-2023
Wheat,Amarawati,2425,04-10-2023
Onion,Bhusaval,2000,04-10-2023
Onion,Lasalgaon(Niphad),2050,04-10-2023
Onion,Newasa(Ghodegaon),2500,04-10-2023
Potato,Akluj,1600,04-10-2023
Onion,Kopargaon,2050,04-10-2023
Wheat,Rahata,2675,04-10-2023
Wheat,Shrirampur,2450,04-10-2023
Wheat,Shirpur,2550,04-10-2023
Potato,Rahata,1600,04-10-2023
Onion,Pune,1650,04-10-2023
Potato,Amrawati(Frui & Veg. Market),1200,04-10-2023
Onion,Kolhapur,1900,04-10-2023
Wheat,Pathari,2551,04-10-2023
Onion,Shivsiddha Govind Producer Company Limited Sanchal,2300,04-10-2023
Wheat,Chandur Bazar,2270,04-10-2023
Wheat,Rahuri(Vambori),2325,04-10-2023
Potato,Vashi New Mumbai,1150,04-10-2023
Wheat,Shevgaon,2350,04-10-2023
Potato,Pune(Khadiki),1500,04-10-2023
Wheat,Nandurbar,2700,04-10-2023
Wheat,Savner,2350,04-10-2023
Wheat,Nandgaon,2600,04-10-2023
Wheat,Mumbai,4400,04-10-2023
Wheat,Lasalgaon(Niphad),2571,04-10-2023
Wheat,Tumsar,2425,04-10-2023
Wheat,Malegaon,2651,04-10-2023
Onion,Nagpur,3750,04-10-2023
Onion,Nagpur,2750,04-10-2023
Onion,Sangamner,1305,04-10-2023
Wheat,Solapur,2735,04-10-2023
Wheat,Nagpur,2580,04-10-2023
Potato,Satara,1450,04-10-2023
Tomato,Bhusaval,1000,04-10-2023
Wheat,Majalgaon,2500,04-10-2023
Wheat,Ulhasnagar,3250,04-10-2023
Onion,Baramati,2000,04-10-2023
Wheat,Palghar,3100,04-10-2023
